FullName,Legislative,PartyAbbreviation,SimplePartyAbbreviation,SimplePartyId,Active,FirstName,LastName,GenderAsString,CantonName,CantonAbbreviation,CouncilName,ParlGroupName,ParlGroupAbbreviation,PartyName,MaritalStatusText,BirthPlace_City,BirthPlace_Canton,Mandates,DateJoining,DateLeaving,Citizenship,DateOfBirth,DateOfDeath,Image
Rielle Jean-Charles,0.0,PSS,PSS,2,False,Jean-Charles,Rielle,m,Genève,GE,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Lausanne,Vaud,"Législativ communal: depuis juin 1995 jusqu'à novembre 2000, depuis juin 2003 jusqu'à mai 2007 et premier vice-président depuis juin 2007 jusqu'à décembre 2007",2007-12-03,2011-12-04,"Grimisuat (VS),Sion (VS)",1952-08-13,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2706.jpg
Riklin Kathy,1.0,PDC,PDC,4,False,Kathy,Riklin,f,Zurich,ZH,Conseil national,Groupe PDC-PEV,CE,Parti démocrate-chrétien suisse,,Zurich,Zurich,Legislative der Gemeinde Zürich: von 1982 bis 2001; Präsidentin 2000/2001,2011-12-05,2015-11-29,"Zurich (ZH),Bremgarten (AG),Ernetschwil (SG)",1952-10-21,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2525.jpg
Riklin Kathy,2.0,PDC,PDC,4,True,Kathy,Riklin,f,Zurich,ZH,Conseil national,Groupe PDC,C,Parti démocrate-chrétien suisse,,Zurich,Zurich,Legislative der Gemeinde Zürich: von 1982 bis 2001; Präsidentin 2000/2001,2015-11-30,2019-12-01,"Zurich (ZH),Bremgarten (AG),Ernetschwil (SG)",1952-10-21,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2525.jpg
Riklin Kathy,0.0,PDC,PDC,4,False,Kathy,Riklin,f,Zurich,ZH,Conseil national,Groupe PDC/PEV/PVL,CEg,Parti démocrate-chrétien suisse,,Zurich,Zurich,Legislative der Gemeinde Zürich: von 1982 bis 2001; Präsidentin 2000/2001,2007-12-03,2011-12-04,"Zurich (ZH),Bremgarten (AG),Ernetschwil (SG)",1952-10-21,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2525.jpg
Rime Jean-François,1.0,UDC,UDC,1,False,Jean-François,Rime,m,Fribourg,FR,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Fribourg,Fribourg,Législatif communal (Conseil général) de Bulle: depuis juin 1989 jusqu'à février 1991,2011-12-05,2015-11-29,Charmey (FR),1950-06-28,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2627.jpg
Rime Jean-François,2.0,UDC,UDC,1,True,Jean-François,Rime,m,Fribourg,FR,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Fribourg,Fribourg,Législatif communal (Conseil général) de Bulle: depuis juin 1989 jusqu'à février 1991,2015-11-30,2019-12-01,Charmey (FR),1950-06-28,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2627.jpg
Rime Jean-François,0.0,UDC,UDC,1,False,Jean-François,Rime,m,Fribourg,FR,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Fribourg,Fribourg,Législatif communal (Conseil général) de Bulle: depuis juin 1989 jusqu'à février 1991,2007-12-03,2011-12-04,Charmey (FR),1950-06-28,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2627.jpg
Ritter Markus,1.0,PDC,PDC,4,False,Markus,Ritter,m,St-Gall,SG,Conseil national,Groupe PDC-PEV,CE,Parti démocrate-chrétien suisse,marié(e),Altstätten,St-Gall,Exekutive Stadt Altstätten: von Januar 1993 bis Dezember 2012,2011-12-05,2015-11-29,Altstätten (SG),1967-04-19,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2754.jpg
Ritter Markus,2.0,PDC,PDC,4,True,Markus,Ritter,m,St-Gall,SG,Conseil national,Groupe PDC,C,Parti démocrate-chrétien suisse,marié(e),Altstätten,St-Gall,Exekutive Stadt Altstätten: von Januar 1993 bis Dezember 2012,2015-11-30,2019-12-01,Altstätten (SG),1967-04-19,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2754.jpg
Robbiani Meinrado,0.0,PDC,PDC,4,False,Meinrado,Robbiani,m,Tessin,TI,Conseil national,Groupe PDC/PEV/PVL,CEg,Parti démocrate-chrétien suisse,,Roveredo,Grisons,,2007-12-03,2011-12-04,Novazzano (TI),1951-03-20,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2526.jpg
Roduit Benjamin,2.0,PDC,PDC,4,True,Benjamin,Roduit,m,Valais,VS,Conseil national,Groupe PDC,C,Parti démocrate-chrétien suisse,,Saillon,Valais,Vice-président commune de Saillon: de janvier 1993 à décembre 1996; Président commune de Saillon: de janvier 1997 à septembre 2003,2018-02-26,2019-12-01,Saillon (VS),1962-11-22,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3121.jpg
Romano Marco,1.0,PDC,PDC,4,False,Marco,Romano,m,Tessin,TI,Conseil national,Groupe PDC-PEV,CE,Parti démocrate-chrétien suisse,marié(e),Sorengo,Tessin,"Esecutivo della Città di Mendrisio, Municipio, capodicastero Finanze e Aziende municipalizzate: a partire da aprile 2016, in carica; Legislativo della Città di Mendrisio, Consiglio comunale: da aprile 2004 ad aprile 2016",2011-12-05,2015-11-29,Mendrisio (TI),1982-11-06,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3025.jpg
Romano Marco,2.0,PDC,PDC,4,True,Marco,Romano,m,Tessin,TI,Conseil national,Groupe PDC,C,Parti démocrate-chrétien suisse,marié(e),Sorengo,Tessin,"Esecutivo della Città di Mendrisio, Municipio, capodicastero Finanze e Aziende municipalizzate: a partire da aprile 2016, in carica; Legislativo della Città di Mendrisio, Consiglio comunale: da aprile 2004 ad aprile 2016",2015-11-30,2019-12-01,Mendrisio (TI),1982-11-06,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3025.jpg
Rossini Stéphane,0.0,PSS,PSS,2,False,Stéphane,Rossini,m,Valais,VS,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Sion,Valais,Législatif cantonal (Grand Conseil): depuis mars 1993 jusqu'à novembre 1999,2007-12-03,2011-12-04,Valcolla (TI),1963-08-09,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2527.jpg
Rossini Stéphane,1.0,PSS,PSS,2,False,Stéphane,Rossini,m,Valais,VS,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Sion,Valais,Législatif cantonal (Grand Conseil): depuis mars 1993 jusqu'à novembre 1999,2011-12-05,2015-11-29,Valcolla (TI),1963-08-09,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2527.jpg
Rösti Albert,1.0,UDC,UDC,1,False,Albert,Rösti,m,Berne,BE,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Frutigen,Berne,Exekutive der Gemeinde (Gemeinderat) Uetendorf: 2008 - 2013; Gemeindepräsident Uetendorf: seit Jan. 2014,2011-12-05,2015-11-29,Frutigen (BE),1967-08-07,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3010.jpg
Rösti Albert,2.0,UDC,UDC,1,True,Albert,Rösti,m,Berne,BE,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Frutigen,Berne,Exekutive der Gemeinde (Gemeinderat) Uetendorf: 2008 - 2013; Gemeindepräsident Uetendorf: seit Jan. 2014,2015-11-30,2019-12-01,Frutigen (BE),1967-08-07,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3010.jpg
Roth-Bernasconi Maria,0.0,PSS,PSS,2,False,Maria,Roth-Bernasconi,f,Genève,GE,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Zurich,Zurich,Législatif cantonal: depuis novembre 1989 jusqu'à novembre 1995 et depuis novembre 2001 jusqu'à novembre 2003,2007-12-03,2011-12-04,Lancy (GE),1955-09-14,,
Roth-Bernasconi Maria,1.0,PSS,PSS,2,False,Maria,Roth-Bernasconi,f,Genève,GE,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Zurich,Zurich,Législatif cantonal: depuis novembre 1989 jusqu'à novembre 1995 et depuis novembre 2001 jusqu'à novembre 2003,2011-12-05,2015-11-29,Lancy (GE),1955-09-14,,
Roux Paul-André,0.0,PDC,PDC,4,False,Paul-André,Roux,m,Valais,VS,Conseil national,Groupe PDC/PEV/PVL,CEg,Parti démocrate-chrétien suisse,,Grimisuat,Valais,Législatif cantonal: député-suppléant depuis mars 1997 jusqu'à mars 2001; député depuis mars 2001 jusqu'à mars 2009; président du Grand-Conseil depuis mais 2008 jusqu'à mars 2009,2010-03-01,2011-12-04,Grimisuat (VS),1960-04-24,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2742.jpg
Ruey Claude,0.0,PLR,PLR,3,False,Claude,Ruey,m,Vaud,VD,Conseil national,Groupe radical-libéral,RL,Parti libéral suisse,,Nyon,Vaud,Législatif communal: depuis 1973 jusqu'à 1990; Législatif cantonal: depuis 1974 jusqu'à 1990; Exécutif cantonal: depuis 1990 jusqu'à 2002,2007-12-03,2011-12-04,Gland (VD),1949-11-29,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2528.jpg
Ruiz Rebecca Ana,1.0,PSS,PSS,2,False,Rebecca Ana,Ruiz,f,Vaud,VD,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Lausanne,Vaud,Législatif Ville de Lausanne: depuis juillet 2006 jusqu'à juin 2012; Législatif Canton de Vaud: depuis juillet 2012 jusqu'à mai 2014,2014-06-02,2015-11-29,"Lausanne (VD),Ardon (VS)",1982-02-04,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3045.jpg
Ruiz Rebecca Ana,2.0,PSS,PSS,2,False,Rebecca Ana,Ruiz,f,Vaud,VD,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Lausanne,Vaud,Législatif Ville de Lausanne: depuis juillet 2006 jusqu'à juin 2012; Législatif Canton de Vaud: depuis juillet 2012 jusqu'à mai 2014,2015-11-30,2019-03-25,"Lausanne (VD),Ardon (VS)",1982-02-04,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3045.jpg
Ruppen Franz,2.0,UDC,UDC,1,True,Franz,Ruppen,m,Valais,VS,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Sierre,Valais,Gemeinderat Naters (Exekutive): bis Ende 2016; Gemeindepräsident Naters (Exekutive): ab 1. Januar 2017; Fraktionschef SVPO im Grossrat des Kantons Wallis: bis November 2015; Mitglied Fraktionsvorstand der SVP-Fraktion im eidg. Parlament,2015-11-30,2019-12-01,Naters (VS),1971-02-24,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3091.jpg
Rusconi Pierre,1.0,UDC,UDC,1,False,Pierre,Rusconi,m,Tessin,TI,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Sorengo,Tessin,Legislatore Cantone Ticino: da aprile 1999 a novembre 2011; Esecutore municipio Savosa: da aprile 2008 ad aprile 2004; Legislatore municipio Lugano: da aprile 2004 a dicembre 2007,2011-12-05,2015-11-29,Breganzona (TI),1949-12-03,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2755.jpg
Rutschmann Hans,0.0,UDC,UDC,1,False,Hans,Rutschmann,m,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Bülach,Zurich,Exekutive der Gemeinde (Gemeinderat Rafz): Februar 1978 bis September 1991; Gemeindepräsident: September 1991 bis Februar 2002; Legislative des Kantons (Kantonsrat Zürich): Mai 1983 bis Mai 2003; Kantonsratspräsident Mai 2000 bis Mai 2001,2007-12-03,2011-12-04,Rafz (ZH),1947-07-04,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2644.jpg
Rutz Gregor A.,1.0,UDC,UDC,1,False,Gregor A.,Rutz,m,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Zurich,Zurich,Verfassungsrat Kanton Zürich: von Juni 2000 bis Februar 2005; Kantonsrat: von Mai 2011 bis November 2012,2012-11-26,2015-11-29,"Wildhaus (SG),Zollikon (ZH)",1972-10-12,,
Rutz Gregor,2.0,UDC,UDC,1,True,Gregor,Rutz,m,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Zurich,Zurich,Verfassungsrat Kanton Zürich: von Juni 2000 bis Februar 2005; Kantonsrat: von Mai 2011 bis November 2012,2015-11-30,2019-12-01,"Wildhaus (SG),Zollikon (ZH)",1972-10-12,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3030.jpg
Rytz Regula,1.0,PES,PES,6,False,Regula,Rytz,f,Berne,BE,Conseil national,Groupe des Verts,G,Parti écologiste suisse,,Thoune,Berne,Legislative des Kantons (Grossrätin): von April 1994 bis April 2005; Exekutive der Stadt Bern (Gemeinderätin): von Januar 2005 bis Dezember 2012,2011-12-05,2015-11-29,Rüti b. Büren (BE),1962-03-02,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3000.jpg
Rytz Regula,2.0,PES,PES,6,True,Regula,Rytz,f,Berne,BE,Conseil national,Groupe des Verts,G,Parti écologiste suisse,,Thoune,Berne,Legislative des Kantons (Grossrätin): von April 1994 bis April 2005; Exekutive der Stadt Bern (Gemeinderätin): von Januar 2005 bis Dezember 2012,2015-11-30,2019-12-01,Rüti b. Büren (BE),1962-03-02,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3000.jpg
Salzmann Werner,2.0,UDC,UDC,1,True,Werner,Salzmann,m,Berne,BE,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Gurtendorf bei Wabern,Berne,,2015-11-30,2019-12-01,Eggiwil (BE),1962-11-05,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3092.jpg
Sauter Regine,2.0,PLR,PLR,3,True,Regine,Sauter,f,Zurich,ZH,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Schaffhouse,Schaffhouse,Kantonsrat des Kantons Zürich: von Oktober 2004 bis November 2015; Wahlbüro Gemeinde Flurlingen: von 1991 bis 1998,2015-11-30,2019-12-01,"Arbon (TG),Küsnacht (ZH)",1966-04-16,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3103.jpg
Schelbert Louis,0.0,PES,PES,6,False,Louis,Schelbert,m,Lucerne,LU,Conseil national,Groupe des Verts,G,Parti écologiste suisse,,Lucerne,Lucerne,Legislative der Gemeinde: von 1979 bis 1987; Legislative des Kantons: von 1991 bis 2006,2007-12-03,2011-12-04,"Lucerne (LU),Muotathal (SZ)",1952-10-31,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2654.jpg
Schelbert Louis,1.0,PES,PES,6,False,Louis,Schelbert,m,Lucerne,LU,Conseil national,Groupe des Verts,G,Parti écologiste suisse,,Lucerne,Lucerne,Legislative der Gemeinde: von 1979 bis 1987; Legislative des Kantons: von 1991 bis 2006,2011-12-05,2015-11-29,"Lucerne (LU),Muotathal (SZ)",1952-10-31,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2654.jpg
Schelbert Louis,2.0,PES,PES,6,False,Louis,Schelbert,m,Lucerne,LU,Conseil national,Groupe des Verts,G,Parti écologiste suisse,,Lucerne,Lucerne,Legislative der Gemeinde: von 1979 bis 1987; Legislative des Kantons: von 1991 bis 2006,2015-11-30,2018-03-10,"Lucerne (LU),Muotathal (SZ)",1952-10-31,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2654.jpg
Schenk Simon,0.0,UDC,UDC,1,False,Simon,Schenk,m,Berne,BE,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Langnau im Emmental,Berne,,2007-12-03,2011-12-04,Eggiwil (BE),1946-05-16,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2351.jpg
Schenker Silvia,0.0,PSS,PSS,2,False,Silvia,Schenker,f,Bâle-Ville,BS,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Aarau,Argovie,Legislative des Kantons (Grosser Rat): von März 1995 bis Januar 2004,2007-12-03,2011-12-04,"Heimiswil (BE),Aarburg (AG)",1954-01-17,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2630.jpg
Schenker Silvia,1.0,PSS,PSS,2,False,Silvia,Schenker,f,Bâle-Ville,BS,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Aarau,Argovie,Legislative des Kantons (Grosser Rat): von März 1995 bis Januar 2004,2011-12-05,2015-11-29,"Heimiswil (BE),Aarburg (AG)",1954-01-17,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2630.jpg
Schenker Silvia,2.0,PSS,PSS,2,True,Silvia,Schenker,f,Bâle-Ville,BS,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Aarau,Argovie,Legislative des Kantons (Grosser Rat): von März 1995 bis Januar 2004,2015-11-30,2019-12-01,"Heimiswil (BE),Aarburg (AG)",1954-01-17,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2630.jpg
Scherer Marcel,0.0,UDC,UDC,1,False,Marcel,Scherer,m,Zoug,ZG,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Cham,Zoug,,2007-12-03,2011-12-04,"Flühli (LU),Hünenberg (ZG)",1952-01-29,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2529.jpg
Schibli Ernst,0.0,UDC,UDC,1,False,Ernst,Schibli,m,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Zurich,Zurich,Exekutive der Gemeinde Otelfingen: Gemeindepräsident von März 1982 bis März 2010; Legislative des Kantons (Kantonsrat): von August 1990 bis Januar 2002,2007-12-03,2011-12-04,Otelfingen (ZH),1952-08-16,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2572.jpg
Schibli Ernst,1.0,UDC,UDC,1,False,Ernst,Schibli,m,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Zurich,Zurich,Exekutive der Gemeinde Otelfingen: Gemeindepräsident von März 1982 bis März 2010; Legislative des Kantons (Kantonsrat): von August 1990 bis Januar 2002,2014-05-05,2015-11-29,Otelfingen (ZH),1952-08-16,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2572.jpg
Schilliger Peter,1.0,PLR,PLR,3,False,Peter,Schilliger,m,Lucerne,LU,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Udligenswil,Lucerne,Sozialvorsteher Udligenswil: von Juli 1991 bis August 2000; Gemeindepräsident Udligenswil: von September 2000 bis Juni 2011; Kantonsrat: von April 2003 bis September 2012,2012-09-10,2015-11-29,"Weggis (LU),Udligenswil (LU)",1959-06-01,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3029.jpg
Schilliger Peter,2.0,PLR,PLR,3,True,Peter,Schilliger,m,Lucerne,LU,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Udligenswil,Lucerne,Sozialvorsteher Udligenswil: von Juli 1991 bis August 2000; Gemeindepräsident Udligenswil: von September 2000 bis Juni 2011; Kantonsrat: von April 2003 bis September 2012,2015-11-30,2019-12-01,"Weggis (LU),Udligenswil (LU)",1959-06-01,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3029.jpg
Schläfli Urs,1.0,PDC,PDC,4,False,Urs,Schläfli,m,Soleure,SO,Conseil national,Groupe PDC-PEV,CE,Parti démocrate-chrétien suisse,,Soleure,Soleure,Legislative des Kantons (Kantonsrat): von Mai 2009 bis Dezember 2011; Exekutive der Gemeinde Deitingen (Bürgergemeindepräsident): seit August 2009,2011-12-12,2015-11-29,Deitingen (SO),1963-07-20,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3027.jpg
Schläpfer Therese,2.0,UDC,UDC,1,True,Therese,Schläpfer,f,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Hagenbuch,Zurich,Gemeindepräsidentin Hagenbuch; Vorstand Gemeindepräsidenten Bezirk Winterthur; Paritätische Kommission KESB Bezirk Winterthur; Vorstand Sozialkonferenz Kanton Zürich,2019-06-03,2019-12-01,Wald (AR),1959-04-14,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3135.jpg
Schlüer Ulrich,0.0,UDC,UDC,1,False,Ulrich,Schlüer,m,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Zurich,Zurich,"Mitglied Primarschulpflege, 1978 bis 1990; Präsident Oberstufenschulpflege, 1986 bis 1994; Gemeindepräsident (Flaach/ZH), 1994 bis 1998; Verfassungsrat Kt. Zürich von 2000 bis 2005",2009-03-02,2011-12-04,"Bâle (BS),Flaach (ZH),Oberengstringen (ZH)",1944-10-17,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2415.jpg
Schmid-Federer Barbara,0.0,PDC,PDC,4,False,Barbara,Schmid-Federer,f,Zurich,ZH,Conseil national,Groupe PDC/PEV/PVL,CEg,Parti démocrate-chrétien suisse,,Zurich,Zurich,,2007-12-03,2011-12-04,"Ingenbohl (SZ),Rorschach (SG)",1965-11-10,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2707.jpg
Schmid-Federer Barbara,1.0,PDC,PDC,4,False,Barbara,Schmid-Federer,f,Zurich,ZH,Conseil national,Groupe PDC-PEV,CE,Parti démocrate-chrétien suisse,,Zurich,Zurich,,2011-12-05,2015-11-29,"Ingenbohl (SZ),Rorschach (SG)",1965-11-10,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2707.jpg
Schmid-Federer Barbara,2.0,PDC,PDC,4,False,Barbara,Schmid-Federer,f,Zurich,ZH,Conseil national,Groupe PDC,C,Parti démocrate-chrétien suisse,,Zurich,Zurich,,2015-11-30,2018-06-07,"Ingenbohl (SZ),Rorschach (SG)",1965-11-10,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2707.jpg
Schmidt Roberto,2.0,PDC,PDC,4,False,Roberto,Schmidt,m,Valais,VS,Conseil national,Groupe PDC,C,Parti démocrate-chrétien suisse,,Sierre,Valais,Exekutive der Gemeinde: Gemeinderat von 2000 bis 2004; Gemeindepräsident seit 2005,2015-11-30,2017-06-14,"Guttet-Feschel (VS),Loèche-La-Ville (VS)",1962-07-16,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2708.jpg
Schmidt Roberto,0.0,PDC,PDC,4,False,Roberto,Schmidt,m,Valais,VS,Conseil national,Groupe PDC/PEV/PVL,CEg,Parti démocrate-chrétien suisse,,Sierre,Valais,Exekutive der Gemeinde: Gemeinderat von 2000 bis 2004; Gemeindepräsident seit 2005,2007-12-03,2011-12-04,"Guttet-Feschel (VS),Loèche-La-Ville (VS)",1962-07-16,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2708.jpg
Schneeberger Daniela,1.0,PLR,PLR,3,False,Daniela,Schneeberger,f,Bâle-Campagne,BL,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Liestal,Bâle-Campagne,"Landrat des Kantons Basel-Landschaft: von Juli 1999 bis Dezember 2011, Mitglied der Finanzkommission; Landratspräsidentin Basel-Landschaft: von Juli 2004 bis Juni 2005",2011-12-05,2015-11-29,Thürnen (BL),1967-09-19,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2766.jpg
Schneeberger Daniela,2.0,PLR,PLR,3,True,Daniela,Schneeberger,f,Bâle-Campagne,BL,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Liestal,Bâle-Campagne,"Landrat des Kantons Basel-Landschaft: von Juli 1999 bis Dezember 2011, Mitglied der Finanzkommission; Landratspräsidentin Basel-Landschaft: von Juli 2004 bis Juni 2005",2015-11-30,2019-12-01,Thürnen (BL),1967-09-19,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2766.jpg
Schneider Schüttel Ursula,1.0,PSS,PSS,2,False,Ursula,Schneider Schüttel,f,Fribourg,FR,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Berne,Berne,Exekutive der Gemeinde Murten: seit April 2001; Legislative des Kantons: von Februar 2010 bis März 2012,2012-05-29,2015-11-29,"Frutigen (BE),Berne (BE)",1961-11-26,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3028.jpg
Schneider Schüttel Ursula,2.0,PSS,PSS,2,True,Ursula,Schneider Schüttel,f,Fribourg,FR,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Berne,Berne,Exekutive der Gemeinde Murten: seit April 2001; Legislative des Kantons: von Februar 2010 bis März 2012,2017-02-27,2019-12-01,"Frutigen (BE),Berne (BE)",1961-11-26,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3028.jpg
Schneider-Ammann Johann N.,0.0,PLR,PLR,3,False,Johann N.,Schneider-Ammann,m,Berne,BE,Conseil national,Groupe radical-libéral,RL,Parti radical-démocratique suisse,marié(e),Sumiswald,Berne,,2007-12-03,2010-10-31,Hasle b. Burgdorf (BE),1952-02-18,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2530.jpg
Schneider-Schneiter Elisabeth,1.0,PDC,PDC,4,False,Elisabeth,Schneider-Schneiter,f,Bâle-Campagne,BL,Conseil national,Groupe PDC-PEV,CE,Parti démocrate-chrétien suisse,,Bâle,Bâle-Ville,Legislative des Kantons: von Juli 1999 bis September 2010,2011-12-05,2015-11-29,"Bâle (BS),Lenzburg (AG),Schwendibach (BE)",1964-02-19,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2748.jpg
Schneider-Schneiter Elisabeth,2.0,PDC,PDC,4,True,Elisabeth,Schneider-Schneiter,f,Bâle-Campagne,BL,Conseil national,Groupe PDC,C,Parti démocrate-chrétien suisse,,Bâle,Bâle-Ville,Legislative des Kantons: von Juli 1999 bis September 2010,2015-11-30,2019-12-01,"Bâle (BS),Lenzburg (AG),Schwendibach (BE)",1964-02-19,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2748.jpg
Schneider-Schneiter Elisabeth,0.0,PDC,PDC,4,False,Elisabeth,Schneider-Schneiter,f,Bâle-Campagne,BL,Conseil national,Groupe PDC/PEV/PVL,CEg,Parti démocrate-chrétien suisse,,Bâle,Bâle-Ville,Legislative des Kantons: von Juli 1999 bis September 2010,2010-11-29,2011-12-04,"Bâle (BS),Lenzburg (AG),Schwendibach (BE)",1964-02-19,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2748.jpg
Schwaab Jean Christophe,1.0,PSS,PSS,2,False,Jean Christophe,Schwaab,m,Vaud,VD,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Lausanne,Vaud,Exécutif communal (Municipalité) de la Commune de Bourg-en-Lavaux: dès juillet 2016; Législatif cantonal (Grand Conseil): depuis mars 2007 jusqu'à novembre 2011; Législatif de la Commune de Riex (Conseiller communal): depuis 1999 jusqu'à 2008; Législatif de la Commune de Bourg-en-Lavaux (Conseiller communal): de mars 2011 à juin 2016,2011-12-05,2015-11-29,"La Chaux-de-Fonds (NE),Lausanne (VD)",1979-08-23,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3020.jpg
